RA,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Fase,Pedra,Idade,Gênero,Atingiu PV,IPP,Escola,Ano,Tipo_Escola,Risco_Defasagem,delta_IDA,is_new
RA-1456,9.502,9.511904762,7.51,7.75,7.946666667,10.0,8.492914285800001,2A,Topázio,11.0,Masculino,,7.5,EE Leonice de Aquino Oliveira,2024,Pública,0,0.0,1
RA-1457,3.498,8.0357142855,7.51,2.75,7.663333333,5.0,6.0197761904,2B,Agata,12.0,Feminino,,7.291666667,EE Leonice de Aquino Oliveira,2024,Pública,1,0.0,1
RA-1458,8.751,7.280701754500001,7.51,3.25,5.213333333,5.0,5.879073684200001,2B,Quartzo,12.0,Feminino,,6.041666667,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1459,8.002,8.2976190475,7.51,3.75,7.273333333,5.0,6.665390476100001,2C,Agata,12.0,Masculino,,7.5,EE Olivia de Faria Nogueira,2024,Pública,1,0.0,1
RA-146,8.3,9.2,7.5,7.9,8.208,5.0,7.947,4,,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-146,6.2,9.5,5.0,7.9,8.2125,5.0,7.584483333,FASE 5,Ametista,,Feminino,,8.4375,,2023,Privada,1,0.0,0
RA-146,8.751,9.514316093333333,5.635,9.333333333333334,8.304,5.0,8.134554885333333,5D,Topázio,17.0,Feminino,,7.65625,EE Mario Francisco de Amorim,2024,Pública,1,1.4333333333333336,0
RA-1460,9.502,7.460526316,7.51,3.25,6.27,10.0,6.784805263200001,2C,Agata,12.0,Masculino,,6.875,EE Alexandre Rodrigues Nogueira,2024,Pública,0,0.0,1
RA-1461,10.002,9.273809524,7.51,2.75,7.33,5.0,6.871961904800001,2C,Agata,12.0,Feminino,,7.5,EE Leonice de Aquino Oliveira,2024,Pública,1,0.0,1
RA-1462,8.502,10.0,7.51,6.5,7.053333333,5.0,7.6243666666,2D,Ametista,13.0,Feminino,,8.125,EE Joaquim Mendes Feliz,2024,Pública,1,0.0,1
RA-1463,8.502,9.722222222,7.51,10.0,8.113333333,10.0,9.074561111000001,2D,Topázio,12.0,Masculino,,9.0625,EE Paschoal Carlos Magno,2024,Pública,0,0.0,1
RA-1464,8.002,7.794871795,7.51,6.25,7.61,5.0,7.288424359,2D,Ametista,13.0,Feminino,,9.0625,EE Paschoal Carlos Magno,2024,Pública,1,0.0,1
RA-1465,7.418,8.75,7.51,5.75,7.833333333,5.0,7.3344666666,2D,Ametista,12.0,Masculino,,8.75,EE Paschoal Carlos Magno,2024,Pública,1,0.0,1
RA-1466,10.002,7.380952381,7.51,7.5,8.056666667,10.0,8.213723809600001,2D,Topázio,12.0,Masculino,,8.75,EE Paschoal Carlos Magno,2024,Pública,0,0.0,1
RA-1467,9.002,9.022556391,7.51,9.25,8.28,10.0,8.836711278200001,2D,Topázio,12.0,Masculino,,8.75,EE Joaquim Mendes Feliz,2024,Pública,0,0.0,1
RA-1468,8.502,8.972431078,7.51,7.0,7.443333333,10.0,8.1281028822,2D,Topázio,12.0,Feminino,,8.4375,EE Joaquim Mendes Feliz,2024,Pública,0,0.0,1
RA-1469,8.502,9.4444444445,7.51,4.75,8.223333333,5.0,7.459755555500001,2D,Ametista,13.0,Masculino,,8.75,EE Joaquim Mendes Feliz,2024,Pública,1,0.0,1
RA-147,8.3,7.7,7.5,6.1,7.25,10.0,7.541,4,,14.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-147,0.0,7.0,5.63,4.5,7.46,5.0,5.5425,FASE 4,Quartzo,15.0,Feminino,,6.875,,2023,Privada,1,-1.5999999999999996,0
RA-147,8.334,9.277056277,7.51,6.166666666666667,7.386666667,5.0,7.400477922133334,5F,Ametista,16.0,Feminino,,7.5,EE Joaquim Mendes Feliz,2024,Pública,1,1.666666666666667,0
RA-1470,8.002,6.35610766,6.26,5.0,5.4125,5.0,5.967421532000001,2G,Quartzo,12.0,Feminino,,6.875,EE Leonice de Aquino Oliveira,2024,Pública,1,0.0,1
RA-1471,10.002,7.195652174,7.51,7.5,7.2425,5.0,7.404455434800001,2G,Ametista,13.0,Masculino,,7.65625,EE Loris Nassif Mattar Profa,2024,Pública,1,0.0,1
RA-1472,8.502,10.0,7.51,8.75,8.1275,10.0,8.773575000000001,2G,Topázio,11.0,Masculino,,7.96875,EE Leonice de Aquino Oliveira,2024,Pública,0,0.0,1
RA-1473,9.502,8.4368530025,5.625,5.25,6.415,5.0,6.689320600500001,2G,Agata,13.0,Masculino,,6.5625,EE Loris Nassif Mattar Profa,2024,Pública,1,0.0,1
RA-1474,8.002,7.960662526,5.625,7.5,6.2875,10.0,7.384207505200001,2H,Ametista,11.0,Feminino,,6.71875,EE João Ortiz Rodrigues,2024,Pública,0,0.0,1
RA-1475,9.002,8.070175439,7.51,5.0,6.993333333,10.0,7.413901754400001,2I,Ametista,10.0,Feminino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,0,0.0,1
RA-1476,9.502,10.0,5.635,8.5,8.7525,10.0,8.80795,2K,Topázio,11.0,Feminino,,8.4375,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1477,8.002,8.010869565,7.51,5.0,6.2875,10.0,7.0514989130000005,2K,Ametista,11.0,Masculino,,6.40625,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1478,8.002,6.666666667,6.255,4.25,7.1225,10.0,6.7210333334,2K,Agata,11.0,Masculino,,6.875,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1479,8.502,6.1965811965,7.51,4.25,6.0325,10.0,6.615766239300001,2K,Agata,12.0,Masculino,,7.1875,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-148,9.2,7.9,10.0,5.3,7.708,10.0,7.894,4,,14.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-1480,8.502,8.875,7.51,5.5,6.9975,5.0,7.09445,2K,Ametista,12.0,Masculino,,7.1875,EM Alfredo Schunk,2024,Privada,1,0.0,1
RA-1481,8.502,8.782608695499999,7.51,4.75,6.8275,5.0,6.860721739100001,2K,Agata,12.0,Feminino,,6.875,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,0.0,1
RA-1482,8.502,5.0,7.51,0.0,6.8725,5.0,5.2257,2K,Quartzo,14.0,Masculino,,7.5,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,0.0,1
RA-1483,9.502,7.913043478500001,7.51,6.5,5.7475,10.0,7.311433695700001,2K,Ametista,11.0,Masculino,,5.78125,EE Jardim Campestre,2024,Pública,0,0.0,1
RA-1484,9.002,10.0,6.26,7.0,7.89,5.0,7.754200000000001,2L,Ametista,14.0,Feminino,,7.5,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-1485,9.002,7.7432712215,5.625,5.0,7.386666667,5.0,6.7386875776999995,2L,Agata,13.0,Masculino,,7.5,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,0.0,1
RA-1486,8.002,5.431372549,6.26,5.75,7.056666667,10.0,6.865474509900001,2L,Agata,11.0,Masculino,,7.916666667,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1487,10.002,9.5652173915,6.26,8.25,7.833333333,5.0,8.0267434782,2L,Topázio,13.0,Feminino,,7.708333333,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-1488,8.002,7.111801242,7.51,3.5,6.716666667,10.0,6.7668935818000016,2L,Agata,11.0,Feminino,,7.5,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1489,9.002,5.793478261000001,6.26,5.0,5.663333333,5.0,5.9842289855000015,2L,Quartzo,12.0,Masculino,,6.666666667,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-149,9.2,6.5,7.5,5.0,6.125,5.0,6.323,4,,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-149,8.8,4.2,2.52,4.7,7.2925,5.0,5.622266667,FASE 4,Quartzo,,Feminino,,7.5,,2023,Privada,1,-0.2999999999999998,0
RA-149,9.585,4.104378593666667,6.26,3.8333333333333335,6.626,5.0,5.7316173854,5D,Quartzo,17.0,Feminino,,7.34375,EE Leonice de Aquino Oliveira,2024,Pública,1,-0.8666666666666667,0
RA-1490,8.502,9.5652173915,6.26,7.75,6.333333333,5.0,7.3725768116,2L,Ametista,12.0,Feminino,,6.666666667,Rede Decisão - Unidade União,2024,Privada,1,0.0,1
RA-1491,9.002,6.25,7.51,6.5,7.78,10.0,7.5072,2L,Ametista,12.0,Masculino,,7.5,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1492,8.002,8.8141025645,7.51,8.0,8.45,10.0,8.479020512900002,2L,Topázio,9.0,Masculino,,8.75,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,0.0,1
RA-1493,8.502,7.8468899525,7.51,4.0,5.946666667,5.0,6.378661323900001,2M,Agata,12.0,Masculino,,7.1875,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1494,0.0,6.7794117645,7.51,4.25,5.84,10.0,5.8748823529,2M,Quartzo,11.0,Feminino,,7.5,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-1495,9.002,8.318181818,7.51,8.25,8.223333333,10.0,8.4845030302,2M,Topázio,11.0,Feminino,,8.75,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,0.0,1
RA-1496,9.002,5.714285714500001,7.51,4.25,6.773333333,10.0,6.7799738095,2M,Agata,12.0,Feminino,,7.8125,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1497,0.0,5.0227272725,7.51,2.0,6.996666667,10.0,5.2423787879,2M,Quartzo,12.0,Feminino,,6.875,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-1498,8.502,7.840909091,7.51,7.0,6.33,5.0,7.147881818200001,2M,Ametista,13.0,Feminino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1499,8.418,9.25,6.885,6.5,7.11,10.0,7.914800000000001,2N,Ametista,12.0,Feminino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-15,8.8,10.0,7.5,7.3,7.292,5.0,7.783,7,,18.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-150,9.6,6.3,6.9,6.9,7.333,5.0,6.962,4,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-1500,9.502,8.3333333335,6.885,3.5,7.556666667,10.0,7.360450000100002,2N,Ametista,11.0,Masculino,,8.4375,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-1501,9.502,10.0,7.51,5.0,7.5,10.0,8.04495,2N,Topázio,11.0,Feminino,,8.4375,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-1502,8.002,7.628205128,7.51,5.25,7.39,5.0,6.886091025600001,2N,Agata,12.0,Feminino,,7.8125,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1503,7.502,10.0,7.51,2.75,7.723333333,5.0,6.991699999900001,2P,Agata,13.0,Feminino,,8.958333333,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1504,7.5,4.6136363634999995,5.63,6.75,6.94,5.0,6.057060605999999,2P,Agata,12.0,Feminino,,5.833333333,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1505,9.502,7.5252525255,7.51,3.75,6.943333333,5.0,6.7199171717,2P,Agata,13.0,Masculino,,8.75,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1506,8.002,8.3874458875,7.51,3.5,7.886666667,10.0,7.151855844200001,2R,Ametista,11.0,Feminino,,6.458333333,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,0.0,1
RA-1507,6.918,4.448051948,7.51,5.0,3.776666667,5.0,5.046077056300001,2R,Quartzo,12.0,Masculino,,4.583333333,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-1508,7.502,7.2294372295,7.51,9.25,8.166666667,10.0,8.1804207793,2R,Topázio,10.0,Feminino,,7.5,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,0.0,1
RA-1509,8.502,6.5151515155,7.51,7.5,7.446666667,10.0,7.560230303200001,2R,Ametista,11.0,Masculino,,6.666666667,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-151,8.8,7.5,6.9,8.3,7.958,5.0,7.563,4,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-151,0.0,7.8,7.52,7.9,8.1725,5.0,6.892541667,FASE 5,Agata,17.0,Feminino,,8.59375,,2023,Privada,1,-0.40000000000000036,0
RA-1510,10.002,9.7727272725,7.51,10.0,9.003333333,10.0,9.464745454400001,2R,Topázio,11.0,Feminino,,9.583333333,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1511,10.002,9.3271221535,7.51,8.75,8.556666667,10.0,8.9217077641,2U,Topázio,11.0,Feminino,,8.4375,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,0.0,1
RA-1512,9.502,10.0,7.51,5.5,7.61,10.0,8.10445,2U,Topázio,10.0,Feminino,,7.8125,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,0.0,1
RA-1513,8.502,7.5252525255,7.51,3.75,7.223333333,5.0,6.5509171717,2U,Agata,12.0,Feminino,,7.5,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-1514,9.002,7.979797980000001,7.51,5.5,7.273333333,10.0,7.520576262600001,2U,Ametista,12.0,Feminino,,7.1875,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,0,0.0,1
RA-1515,6.418,6.6666666665,6.255,3.5,6.72,5.0,5.832133333300001,2U,Quartzo,12.0,Feminino,,6.875,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-1516,9.585,5.404288499000001,9.38,4.666666666666667,7.5475,10.0,7.217066033133334,3A,Ametista,13.0,Feminino,,7.96875,Colégio Arco Íris Evolução,2024,Privada,0,0.0,1
RA-1517,9.168,4.305555555666667,9.38,4.666666666666667,6.7075,5.0,6.240744444466667,3A,Agata,15.0,Masculino,,7.5,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-1518,7.084,5.714285714333333,9.38,1.75,6.5825,5.0,5.721382142866666,3A,Quartzo,15.0,Feminino,,7.65625,EE Leonice de Aquino Oliveira,2024,Pública,1,0.0,1
RA-1519,9.585,5.560902255666666,8.755,4.833333333333333,7.5025,10.0,7.210222117800001,3A,Ametista,15.0,Masculino,,7.96875,,2024,Privada,0,0.0,1
RA-152,8.3,7.0,7.5,6.5,6.292,5.0,6.712,4,,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-152,7.9,7.7,2.52,4.5,7.71,5.0,6.30695,FASE 4,Agata,16.0,Feminino,,7.8125,,2023,Privada,1,-2.0,0
RA-152,7.5,7.337719298333333,5.63,5.166666666666667,7.443333333,5.0,6.5837938596,5L,Agata,17.0,Feminino,,7.8125,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.666666666666667,0
RA-1520,8.334,9.060606060666666,8.75,3.75,7.3325,5.0,7.0026462121333335,3B,Ametista,14.0,Feminino,,7.65625,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1521,7.5,6.157902555,2.51,3.1666666666666665,5.4525,5.0,5.065788844333333,3B,Quartzo,14.0,Feminino,,6.09375,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1522,8.751,10.0,9.38,7.0,7.1275,10.0,8.3261,3B,Topázio,13.0,Masculino,,6.875,EE Leonice de Aquino Oliveira,2024,Pública,0,0.0,1
RA-1523,6.666,9.283272283333334,8.755,8.166666666666666,8.755,10.0,8.67371279,3B,Topázio,11.0,Masculino,,8.90625,EE Alexandre Rodrigues Nogueira,2024,Pública,0,0.0,1
RA-1524,7.917,2.777777777666667,7.51,4.0,6.9175,5.0,5.5473805555333335,3B,Quartzo,14.0,Feminino,,7.65625,EE Mario Francisco de Amorim,2024,Pública,1,0.0,1
RA-1525,7.917,8.293650793666666,5.63,7.0,7.553333333,10.0,7.778263492033334,3C,Ametista,13.0,Masculino,,8.541666667,EE Joaquim Mendes Feliz,2024,Pública,0,0.0,1
RA-1526,9.168,10.0,8.75,3.75,8.1275,10.0,7.9798,3D,Ametista,13.0,Feminino,,8.125,EE Alexandre Rodrigues Nogueira,2024,Pública,0,0.0,1
RA-1527,9.168,10.0,7.51,8.0,7.835,10.0,8.631675000000001,3D,Topázio,13.0,Masculino,,7.96875,EE Alexandre Rodrigues Nogueira,2024,Pública,0,0.0,1
RA-1528,9.168,7.787878788,7.51,5.666666666666667,7.335,10.0,7.622584090933335,3D,Ametista,13.0,Masculino,,7.96875,EE Alexandre Rodrigues Nogueira,2024,Pública,0,0.0,1
RA-1529,6.666,7.435897436,7.51,5.5,6.964,5.0,6.710079487200001,3F,Agata,14.0,Feminino,,8.125,EE João Ortiz Rodrigues,2024,Pública,1,0.0,1
RA-153,7.9,8.2,5.0,6.6,7.708,10.0,7.535,4,Ágata,14.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-153,9.2,7.4,2.52,6.4,7.71,10.0,7.289966667,FASE 5,Ametista,15.0,Feminino,,8.125,,2023,Privada,0,-0.1999999999999993,0
RA-153,8.751,0.0,6.5675,0.0,7.5,10.0,4.78185,7E,Quartzo,16.0,Feminino,,7.5,Colégio Albert Einstein - SP,2024,Privada,0,-6.4,0
RA-1530,0.0,2.5238095237666665,8.13,2.8333333333333335,5.258,10.0,4.6391535714200005,3F,Quartzo,13.0,Masculino,,7.03125,EE João Ortiz Rodrigues,2024,Pública,0,0.0,1
RA-1531,8.751,7.9726867336666665,7.505,5.833333333333333,7.14,5.0,7.0491790134,3F,Ametista,14.0,Masculino,,7.34375,EE João Ortiz Rodrigues,2024,Pública,1,0.0,1
RA-1532,0.0,3.9057239053333332,7.51,2.0,6.832,5.0,4.548544781066667,3H,Quartzo,15.0,Masculino,,7.5,EE João Ortiz Rodrigues,2024,Pública,1,0.0,1
RA-1533,9.168,9.710144927666667,8.135,9.5,8.3375,10.0,9.089828985533336,3I,Topázio,14.0,Feminino,,8.5,EE Joaquim Mendes Feliz,2024,Pública,0,0.0,1
RA-1534,7.917,9.666666666666666,8.135,1.1666666666666667,8.0825,10.0,7.188366666666667,3I,Ametista,13.0,Feminino,,8.0,EE Paschoal Carlos Magno,2024,Pública,0,0.0,1
RA-1535,8.751,5.103121516333333,7.51,5.833333333333333,7.9175,10.0,7.109390969933334,3I,Ametista,13.0,Feminino,,7.125,EE Paschoal Carlos Magno,2024,Pública,0,0.0,1
RA-1536,9.168,8.722222222333334,8.135,7.0,7.4575,5.0,7.653744444466668,3I,Ametista,15.0,Feminino,,7.875,EE Paschoal Carlos Magno,2024,Pública,1,0.0,1
RA-1537,9.168,8.33064949,8.135,8.666666666666666,8.67,5.0,8.176263231333333,3I,Topázio,14.0,Feminino,,8.125,EE Joaquim Mendes Feliz,2024,Pública,1,0.0,1
RA-1538,9.168,7.935185184999999,8.13,7.166666666666667,7.106666667,10.0,7.9631703704333345,3K,Ametista,13.0,Masculino,,7.916666667,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-1539,6.667,9.027777777666666,6.885,6.833333333333333,7.056666667,10.0,7.709588888900001,3K,Ametista,13.0,Feminino,,7.708333333,EE Maria André Schunck Dona,2024,Pública,0,0.0,1
RA-154,8.3,6.1,6.3,4.0,6.833,5.0,6.073,4,Ágata,15.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-1540,8.334,5.0,7.51,2.6666666666666665,6.83,5.0,5.696233333333334,3M,Quartzo,14.0,Feminino,,7.125,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1541,9.168,8.633333333333333,6.88,8.166666666666666,7.736,10.0,8.337,3M,Topázio,13.0,Masculino,,8.25,EM Alfredo Schunk,2024,Privada,0,0.0,1
RA-1542,7.501,6.304873294333333,8.135,3.1666666666666665,6.966,5.0,6.0886079922,3M,Agata,16.0,Feminino,,7.375,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1543,7.5,8.076923077,7.51,5.0,7.066,5.0,6.754584615400001,3M,Agata,14.0,Masculino,,7.25,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1544,8.334,8.674509804,6.885,5.833333333333333,6.598,5.0,6.905568627466667,3M,Agata,14.0,Feminino,,6.625,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,0.0,1
RA-1545,7.501,6.210826211,8.13,8.166666666666666,6.165,10.0,7.296598575533334,3N,Ametista,12.0,Feminino,,6.25,EE Paschoal Carlos Magno,2024,Pública,0,0.0,1
RA-1546,8.334,6.374643874666667,8.75,4.666666666666667,6.17,10.0,6.900662108266667,3N,Agata,14.0,Masculino,,7.5,EE Paschoal Carlos Magno,2024,Pública,0,0.0,1
RA-1547,7.917,6.467236467333334,8.13,6.666666666666667,6.335,5.0,6.748480626800001,3N,Agata,14.0,Feminino,,7.5,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1548,8.334,5.2421652420000004,7.51,4.833333333333333,5.665,10.0,6.482499715066667,3N,Agata,13.0,Feminino,,7.5,Estuda em outra cidade,2024,Privada,0,0.0,1
RA-1549,9.585,7.441394335666668,7.51,4.166666666666667,6.325,5.0,6.514862200466668,3N,Agata,15.0,Masculino,,7.1875,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-155,10.0,8.3,7.5,5.2,6.833,5.0,7.051,4,,16.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-155,7.9,8.1,5.0,4.4,6.5875,5.0,6.318991667,FASE 5,Agata,17.0,Masculino,,7.03125,,2023,Privada,1,-0.7999999999999998,0
RA-155,,0.0,,,,10.0,,8F,,18.0,Masculino,,,Faculdade FIAP,2024,Privada,0,0.0,0
RA-1550,9.585,5.222222222,7.51,4.333333333333333,6.2025,5.0,6.064236111066667,3P,Agata,15.0,Masculino,,7.03125,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-1551,9.585,4.7710437709999995,7.51,3.5,6.79,5.0,5.9717087542,3P,Quartzo,15.0,Masculino,,7.5,EE Donizetti Aparecido Leite Professor,2024,Pública,1,0.0,1
RA-1552,9.585,9.743589743666666,7.51,3.1666666666666665,7.165,10.0,7.443301282066667,3P,Ametista,13.0,Masculino,,7.1875,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,0,0.0,1
RA-1553,8.334,9.003921568666668,7.51,4.333333333333333,7.78,10.0,7.641184313700001,3R,Ametista,13.0,Masculino,,8.333333333,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-1554,6.666,9.629629629666667,8.76,4.0,7.22,5.0,6.941692592633334,3R,Agata,15.0,Masculino,,7.291666667,EE Maria André Schunck Dona,2024,Pública,1,0.0,1
RA-1555,8.334,10.0,6.255,3.0,8.056666667,10.0,7.4827333334,3R,Ametista,13.0,Masculino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-1556,7.917,5.222222222333333,7.51,4.0,7.44,10.0,6.666811111166668,3U,Agata,14.0,Masculino,,7.916666667,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-1557,9.585,8.916666666666666,7.51,7.0,7.72,10.0,8.228500000033334,3U,Topázio,14.0,Feminino,,7.916666667,EE Donizetti Aparecido Leite Professor,2024,Pública,0,0.0,1
RA-1558,9.168,8.705360238666666,8.755,5.5,8.302,5.0,7.643772047733333,4A,Ametista,16.0,Masculino,,8.5,EE Joaquim Mendes Feliz,2024,Pública,1,0.0,1
RA-1559,7.917,5.2929755216666665,6.885,4.666666666666667,7.604,5.0,6.330428437666668,4A,Agata,15.0,Feminino,,8.375,EE Paschoal Carlos Magno,2024,Pública,1,0.0,1
RA-156,10.0,8.3,9.4,4.4,7.792,5.0,7.357,4,Ametista,15.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-1560,9.168,9.206349206333334,5.635,8.166666666666666,8.336,10.0,8.4721031746,4A,Topázio,14.0,Feminino,,8.5,Colégio Arco Íris Evolução,2024,Privada,0,0.0,1
RA-1561,9.585,9.174603174666666,5.0,9.0,7.734,5.0,7.9402206349333335,4A,Ametista,16.0,Masculino,,8.0,EE Joaquim Mendes Feliz,2024,Pública,1,0.0,1
RA-1562,6.25,8.666666666666666,5.01,0.5,6.8725,5.0,5.458833333333334,4B,Quartzo,16.0,Feminino,,6.25,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1563,8.751,8.305555555666666,7.51,7.0,8.46,5.0,7.604211111133335,4B,Ametista,15.0,Feminino,,7.25,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1564,8.334,4.942067736333334,6.885,2.1666666666666665,5.2875,5.0,5.0761468806000005,4B,Quartzo,15.0,Masculino,,5.75,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1565,0.0,8.102240896333333,7.51,5.5,6.0375,5.0,5.816448179266667,4B,Quartzo,16.0,Masculino,,6.375,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1566,9.168,9.247219355666667,7.51,6.5,8.335,5.0,7.759243871133334,4B,Ametista,17.0,Feminino,,7.75,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1567,8.334,8.771043771,7.51,8.166666666666666,8.335,5.0,7.913942087533334,4B,Ametista,16.0,Feminino,,7.75,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1568,9.168,7.493464052333334,7.51,8.166666666666666,8.5025,5.0,7.8003261438000004,4B,Ametista,15.0,Feminino,,8.0,EE Paschoal Carlos Magno,2024,Pública,1,0.0,1
RA-1569,6.666,7.111111111333334,6.26,2.1666666666666665,6.9175,5.0,5.7191555556,4B,Quartzo,17.0,Feminino,,6.875,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-157,7.5,10.0,6.3,7.7,8.292,10.0,8.317,4,Ametista,12.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-157,7.1,9.9,2.52,6.8,8.63,10.0,7.879008333,FASE 5,Ametista,13.0,Feminino,,8.59375,,2023,Privada,0,-0.9000000000000004,0
RA-157,8.334,10.0,6.26,9.666666666666666,8.726666667,10.0,8.950566666733334,5N,Topázio,14.0,Feminino,,8.125,Colégio Arco Íris Evolução,2024,Privada,0,2.8666666666666663,0
RA-1570,9.585,7.542087542,7.51,8.333333333333334,8.6725,5.0,7.894084175066667,4B,Ametista,16.0,Feminino,,7.75,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1571,8.334,9.111111111333335,5.005,5.666666666666667,8.545,5.0,7.2484555556,4B,Ametista,16.0,Masculino,,7.5,EE Alexandre Rodrigues Nogueira,2024,Pública,1,0.0,1
RA-1572,9.168,9.841269841333334,7.51,7.5,8.393333333,5.0,8.080345634866667,4C,Topázio,15.0,Feminino,,7.65625,EE Paschoal Carlos Magno,2024,Pública,1,0.0,1
RA-1573,9.168,6.120448179333334,6.26,5.0,8.556666667,5.0,6.743847969266667,4C,Agata,16.0,Masculino,,7.65625,EE Olivia de Faria Nogueira,2024,Pública,1,0.0,1
RA-1574,8.751,8.399470899666667,7.51,7.333333333333333,8.616666667,5.0,7.777244180000001,4C,Ametista,16.0,Feminino,,7.8125,EE Paschoal Carlos Magno,2024,Pública,1,0.0,1
RA-1575,9.168,8.624338624,6.885,5.333333333333333,8.28,5.0,7.318459391466667,4C,Ametista,16.0,Feminino,,7.65625,EE Olivia de Faria Nogueira,2024,Pública,1,0.0,1
